Site,Species,ReadingDateTime,Value,Units,Provisional or Ratified
KC5,PM10,05/01/2016 08:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 08:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 09:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 09:15,30.70000,ug/m3,R
KC5,PM10,05/01/2016 09:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 09:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 10:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 10:15,30.70000,ug/m3,R
KC5,PM10,05/01/2016 10:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 10:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 11:00,30.70000,ug/m3,R
KC5,PM10,05/01/2016 11:15,30.70000,ug/m3,R
KC5,PM10,05/01/2016 11:30,30.70000,ug/m3,R
KC5,PM10,05/01/2016 11:45,30.70000,ug/m3,R
KC5,PM10,05/01/2016 12:00,30.70000,ug/m3,R
